Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR29920148_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0010336024144949208)	(33.0, 0.0010336024144949208)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0010336024144949208)	(43.0, 0.0010336024144949208)	(44.0, 0.0010336024144949208)	(45.0, 0.004134409657979683)	(46.0, 0.004134409657979683)	(47.0, 0.0020672048289898416)	(48.0, 0.007235216901464445)	(49.0, 0.023772855533383166)	(50.0, 0.04341130140878669)	(51.0, 0.08268819315959357)	(52.0, 0.3700296643891797)	(53.0, 1.0925177521211231)	(54.0, 7.798530217364258)	(55.0, 41.04021746995453)	(56.0, 37.01950407756197)	(57.0, 4.795915203256207)	(58.0, 1.4697826334117479)	(59.0, 0.9478134140918425)	(60.0, 0.7669329915552394)	(61.0, 1.8460139122879213)	(62.0, 1.9483405513229302)	(63.0, 0.41240736338347156)	(64.0, 0.13953632595681442)	(65.0, 0.07338577142913932)	(66.0, 0.03514248209282731)	(67.0, 0.020672048289898406)	(68.0, 0.01757124104641365)	(69.0, 0.012403228973939048)	(70.0, 0.006201614486969524)	(71.0, 0.0020672048289898416)	(72.0, 0.0010336024144949208)	(73.0, 0.0)	(74.0, 0.0010336024144949208)	(75.0, 0.0010336024144949208)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0010336024144949208)	(80.0, 0.004134409657979683)	(81.0, 0.0020672048289898416)	(82.0, 0.0010336024144949208)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0010336024144949208)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920149_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0018055756175071505)	(42.0, 0.0018055756175071505)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.0018055756175071505)	(46.0, 0.005416726852521452)	(47.0, 0.021666907410085808)	(48.0, 0.043333814820171596)	(49.0, 0.2997255525061876)	(50.0, 1.9193268814100866)	(51.0, 3.4757330637012815)	(52.0, 10.732341470461575)	(53.0, 40.48281092011522)	(54.0, 29.629495883289607)	(55.0, 5.622562472917501)	(56.0, 3.672540806009583)	(57.0, 2.2226635851512704)	(58.0, 1.1718185757621502)	(59.0, 0.3123645818287378)	(60.0, 0.24014155712845123)	(61.0, 0.08305647840532897)	(62.0, 0.028889209880114404)	(63.0, 0.016250180557564355)	(64.0, 0.0018055756175071505)	(65.0, 0.003611151235014301)	(66.0, 0.003611151235014301)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0018055756175071505)	(70.0, 0.0018055756175071505)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0018055756175071505)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920149_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0018038168765109285)	(43.0, 0.003607633753021857)	(44.0, 0.003607633753021857)	(45.0, 0.003607633753021857)	(46.0, 0.003607633753021857)	(47.0, 0.003607633753021857)	(48.0, 0.01082290125906557)	(49.0, 0.08838702694903555)	(50.0, 0.1912045889101583)	(51.0, 0.369782459684741)	(52.0, 2.3413543057111466)	(53.0, 4.704354413940658)	(54.0, 12.75659295068504)	(55.0, 38.67563764925983)	(56.0, 28.6860997871514)	(57.0, 4.529384176919078)	(58.0, 1.7641329052276822)	(59.0, 1.1346008153253828)	(60.0, 0.9794725639454385)	(61.0, 1.652296258884011)	(62.0, 1.4773260218624609)	(63.0, 0.3030412352538367)	(64.0, 0.15512825137993969)	(65.0, 0.0847793931960137)	(66.0, 0.025253436271152997)	(67.0, 0.014430535012087428)	(68.0, 0.012626718135576498)	(69.0, 0.007215267506043714)	(70.0, 0.005411450629532786)	(71.0, 0.003607633753021857)	(72.0, 0.0018038168765109285)	(73.0, 0.0018038168765109285)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0018038168765109285)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0018038168765109285)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920150_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0016103318894026063)	(32.0, 0.0016103318894026063)	(33.0, 0.0)	(34.0, 0.0016103318894026063)	(35.0, 0.0016103318894026063)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0016103318894026063)	(41.0, 0.0016103318894026063)	(42.0, 0.0)	(43.0, 0.0016103318894026063)	(44.0, 0.0)	(45.0, 0.0)	(46.0, 0.0)	(47.0, 0.0032206637788052125)	(48.0, 0.030596305898649513)	(49.0, 0.1497608657144422)	(50.0, 0.647353419539845)	(51.0, 2.9179213835975166)	(52.0, 12.587964379460498)	(53.0, 44.0699528172749)	(54.0, 31.134156749703273)	(55.0, 4.607159535581043)	(56.0, 1.4589606917987628)	(57.0, 1.275382856406876)	(58.0, 0.7407526691251988)	(59.0, 0.18196750350249447)	(60.0, 0.08051659447013036)	(61.0, 0.04186862912446775)	(62.0, 0.020934314562233883)	(63.0, 0.019323982672831277)	(64.0, 0.0032206637788052125)	(65.0, 0.0016103318894026063)	(66.0, 0.006441327557610425)	(67.0, 0.0016103318894026063)	(68.0, 0.0032206637788052125)	(69.0, 0.0016103318894026063)	(70.0, 0.0016103318894026063)	(71.0, 0.0016103318894026063)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920150_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0016138142499799947)	(42.0, 0.0032276284999599894)	(43.0, 0.0016138142499799947)	(44.0, 0.0032276284999599894)	(45.0, 0.004841442749939986)	(46.0, 0.0032276284999599894)	(47.0, 0.008069071249899975)	(48.0, 0.012910513999839958)	(49.0, 0.05648349874929984)	(50.0, 0.2049544097474595)	(51.0, 0.5825869442427751)	(52.0, 3.7795529734532396)	(53.0, 8.306301944646497)	(54.0, 17.395303800536865)	(55.0, 38.386185750010895)	(56.0, 22.89518276446701)	(57.0, 3.5003631082066686)	(58.0, 1.4459775679820779)	(59.0, 0.7552650689906379)	(60.0, 0.5051238602437366)	(61.0, 0.9005083514888416)	(62.0, 0.8520939239894405)	(63.0, 0.2049544097474595)	(64.0, 0.07746308399903981)	(65.0, 0.030662470749619898)	(66.0, 0.022593399499719925)	(67.0, 0.024207213749699922)	(68.0, 0.011296699749859963)	(69.0, 0.011296699749859963)	(70.0, 0.006455256999919979)	(71.0, 0.0032276284999599894)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0016138142499799947)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0016138142499799947)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920151_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0012550043297650452)	(29.0, 0.0012550043297650452)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0012550043297650452)	(37.0, 0.0012550043297650452)	(38.0, 0.0025100086595300905)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0025100086595300905)	(42.0, 0.0025100086595300905)	(43.0, 0.0012550043297650452)	(44.0, 0.005020017319060181)	(45.0, 0.005020017319060181)	(46.0, 0.011295038967885406)	(47.0, 0.08032027710496285)	(48.0, 0.23719581832559417)	(49.0, 0.32755613006867623)	(50.0, 1.1169538534908925)	(51.0, 4.679911145693841)	(52.0, 19.323301665391657)	(53.0, 35.312056826595985)	(54.0, 23.010504386238008)	(55.0, 7.900252255870344)	(56.0, 4.566960756015012)	(57.0, 2.120957317302904)	(58.0, 0.9412532473237941)	(59.0, 0.1907606581242872)	(60.0, 0.06902523813707749)	(61.0, 0.037650129892951356)	(62.0, 0.011295038967885406)	(63.0, 0.006275021648825226)	(64.0, 0.006275021648825226)	(65.0, 0.008785030308355314)	(66.0, 0.005020017319060181)	(67.0, 0.0037650129892951357)	(68.0, 0.0012550043297650452)	(69.0, 0.0025100086595300905)	(70.0, 0.0012550043297650452)	(71.0, 0.0025100086595300905)	(72.0, 0.0012550043297650452)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920151_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0025107806644782443)	(41.0, 0.0025107806644782443)	(42.0, 0.0025107806644782443)	(43.0, 0.0025107806644782443)	(44.0, 0.0012553903322391222)	(45.0, 0.005021561328956489)	(46.0, 0.005021561328956489)	(47.0, 0.0037661709967173663)	(48.0, 0.012553903322391223)	(49.0, 0.06402490694419526)	(50.0, 0.2523334567800641)	(51.0, 0.6741446084124113)	(52.0, 3.2953996221278072)	(53.0, 7.136894038778839)	(54.0, 20.937399961081873)	(55.0, 34.537043430225964)	(56.0, 16.57617394688713)	(57.0, 5.782327870293134)	(58.0, 3.9318825205730885)	(59.0, 1.9307903309837262)	(60.0, 1.5516624506475327)	(61.0, 1.511489960015883)	(62.0, 1.2742211872227023)	(63.0, 0.2962721184084327)	(64.0, 0.10294200724360791)	(65.0, 0.04393866162836929)	(66.0, 0.02008624531582595)	(67.0, 0.007532341993434733)	(68.0, 0.005021561328956489)	(69.0, 0.0025107806644782443)	(70.0, 0.0037661709967173663)	(71.0, 0.006276951661195611)	(72.0, 0.0012553903322391222)	(73.0, 0.0012553903322391222)	(74.0, 0.0012553903322391222)	(75.0, 0.0025107806644782443)	(76.0, 0.0025107806644782443)	(77.0, 0.0012553903322391222)	(78.0, 0.0012553903322391222)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0012553903322391222)	(86.0, 0.0012553903322391222)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0025107806644782443)	(100.0, 0.0018830854983586832)
SRR29920152_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.002767093721464565)	(39.0, 0.0013835468607322826)	(40.0, 0.0013835468607322826)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0013835468607322826)	(45.0, 0.002767093721464565)	(46.0, 0.01660256232878739)	(47.0, 0.08716345222613377)	(48.0, 0.2116826696920396)	(49.0, 0.4828578543955643)	(50.0, 2.7850798306541114)	(51.0, 10.307424112455553)	(52.0, 26.50875785162498)	(53.0, 25.68416392262929)	(54.0, 15.315863748308695)	(55.0, 10.58136639088067)	(56.0, 5.711281441102723)	(57.0, 1.4499571100474222)	(58.0, 0.5022275104458159)	(59.0, 0.17986109189519686)	(60.0, 0.06917734303661416)	(61.0, 0.03320512465757477)	(62.0, 0.020753202910984234)	(63.0, 0.01106837488585826)	(64.0, 0.00553418744292913)	(65.0, 0.004150640582196848)	(66.0, 0.002767093721464565)	(67.0, 0.002767093721464565)	(68.0, 0.0)	(69.0, 0.006917734303661412)	(70.0, 0.009684828025125977)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920152_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0013842746400888133)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0013842746400888133)	(44.0, 0.0013842746400888133)	(45.0, 0.0013842746400888133)	(46.0, 0.0069213732004440665)	(47.0, 0.005537098560355253)	(48.0, 0.019379844961243384)	(49.0, 0.08305647840532879)	(50.0, 0.42774086378744175)	(51.0, 1.0202104097454663)	(52.0, 2.5124584717611915)	(53.0, 9.60686600221609)	(54.0, 28.928571428568272)	(55.0, 30.102436323362518)	(56.0, 12.807308970102884)	(57.0, 6.540697674419316)	(58.0, 3.1353820598012283)	(59.0, 1.3053709856037492)	(60.0, 1.2569213732006435)	(61.0, 1.1378737541530124)	(62.0, 0.7045957918052078)	(63.0, 0.1799557032115459)	(64.0, 0.08028792912515116)	(65.0, 0.05675526024364137)	(66.0, 0.02906976744186507)	(67.0, 0.01799557032115457)	(68.0, 0.0069213732004440665)	(69.0, 0.0069213732004440665)	(70.0, 0.0027685492801776267)	(71.0, 0.0013842746400888133)	(72.0, 0.0027685492801776267)	(73.0, 0.0027685492801776267)	(74.0, 0.0)	(75.0, 0.0027685492801776267)	(76.0, 0.0027685492801776267)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920153_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0014235483365840117)	(39.0, 0.0014235483365840117)	(40.0, 0.0028470966731680234)	(41.0, 0.004270645009752036)	(42.0, 0.0028470966731680234)	(43.0, 0.0028470966731680234)	(44.0, 0.0014235483365840117)	(45.0, 0.0014235483365840117)	(46.0, 0.011388386692672094)	(47.0, 0.044129998434104374)	(48.0, 0.051247740117024446)	(49.0, 0.7103506199554234)	(50.0, 3.7482027702258307)	(51.0, 6.663629763549437)	(52.0, 14.063234017115075)	(53.0, 34.73030876762764)	(54.0, 26.695801955954785)	(55.0, 8.643785499737348)	(56.0, 2.1239341181832994)	(57.0, 1.1317209275842997)	(58.0, 0.995060287272234)	(59.0, 0.24200321721928256)	(60.0, 0.039859353424352324)	(61.0, 0.02562387005851221)	(62.0, 0.01423548336584012)	(63.0, 0.005694193346336047)	(64.0, 0.00854129001950407)	(65.0, 0.012811935029256106)	(66.0, 0.004270645009752036)	(67.0, 0.0014235483365840117)	(68.0, 0.0014235483365840117)	(69.0, 0.004270645009752036)	(70.0, 0.004270645009752036)	(71.0, 0.0014235483365840117)	(72.0, 0.0014235483365840117)	(73.0, 0.0014235483365840117)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
