Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR29920114_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0006675032707658488)	(34.0, 0.0006675032707658488)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0006675032707658488)	(42.0, 0.0006675032707658488)	(43.0, 0.004672522895360941)	(44.0, 0.004005019624595092)	(45.0, 0.006675032707658489)	(46.0, 0.027367634101399817)	(47.0, 0.2075935172081782)	(48.0, 1.6387205297302052)	(49.0, 3.48102955704367)	(50.0, 4.379488959494488)	(51.0, 5.675780311322355)	(52.0, 11.999038795284937)	(53.0, 29.733265693012246)	(54.0, 25.05940779110127)	(55.0, 8.923183723598703)	(56.0, 2.262836087896272)	(57.0, 2.7414359330352767)	(58.0, 2.9910821563016476)	(59.0, 0.6574907217043586)	(60.0, 0.10947053640559944)	(61.0, 0.04138520278748262)	(62.0, 0.018022588310677913)	(63.0, 0.004005019624595092)	(64.0, 0.005340026166126791)	(65.0, 0.007342535978424338)	(66.0, 0.005340026166126791)	(67.0, 0.0013350065415316976)	(68.0, 0.0026700130830633953)	(69.0, 0.004005019624595092)	(70.0, 0.0020025098122975465)	(71.0, 0.0013350065415316976)	(72.0, 0.0013350065415316976)	(73.0, 0.0006675032707658488)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920114_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0006666288910294387)	(31.0, 0.0006666288910294387)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0006666288910294387)	(41.0, 0.0006666288910294387)	(42.0, 0.0)	(43.0, 0.0013332577820588773)	(44.0, 0.0006666288910294387)	(45.0, 0.0006666288910294387)	(46.0, 0.00466640223720607)	(47.0, 0.0039997733461766315)	(48.0, 0.006666288910294386)	(49.0, 0.04199762013485462)	(50.0, 0.1786565427958892)	(51.0, 0.4619738214834053)	(52.0, 1.6279077518939347)	(53.0, 4.433082125345548)	(54.0, 15.051147101657916)	(55.0, 29.618321628456073)	(56.0, 18.619611555341358)	(57.0, 11.397354149928887)	(58.0, 7.210924714266481)	(59.0, 3.134489045620266)	(60.0, 3.9531093238042305)	(61.0, 2.388531316558494)	(62.0, 1.1359356303141528)	(63.0, 0.34464713666222085)	(64.0, 0.147324984917506)	(65.0, 0.06932940466706156)	(66.0, 0.04666402237206067)	(67.0, 0.025998526750148115)	(68.0, 0.021998753403971477)	(69.0, 0.016665722275735963)	(70.0, 0.011332691147500453)	(71.0, 0.007999546692353265)	(72.0, 0.005999660019264948)	(73.0, 0.00466640223720607)	(74.0, 0.00466640223720607)	(75.0, 0.003333144455147193)	(76.0, 0.0013332577820588773)	(77.0, 0.0013332577820588773)	(78.0, 0.0026665155641177546)	(79.0, 0.0026665155641177546)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0006666288910294387)	(83.0, 0.0006666288910294387)	(84.0, 0.0)	(85.0, 0.0006666288910294387)	(86.0, 0.0006666288910294387)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.001999886673088316)	(100.0, 0.002999830009632474)
SRR29920115_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0010938884452564297)	(39.0, 0.0010938884452564297)	(40.0, 0.0010938884452564297)	(41.0, 0.0010938884452564297)	(42.0, 0.0010938884452564297)	(43.0, 0.0021877768905128594)	(44.0, 0.0021877768905128594)	(45.0, 0.003281665335769289)	(46.0, 0.024065545795641446)	(47.0, 0.1050132907446171)	(48.0, 0.786505792139381)	(49.0, 2.231532428323141)	(50.0, 4.443374864631523)	(51.0, 5.661966592646909)	(52.0, 11.725390244705334)	(53.0, 32.05858866512982)	(54.0, 23.92115252086052)	(55.0, 6.1465591738953975)	(56.0, 2.061979719308375)	(57.0, 4.521040944244712)	(58.0, 5.050482951748704)	(59.0, 1.0151284771979665)	(60.0, 0.14001772099282309)	(61.0, 0.04484942625551364)	(62.0, 0.0185961035693593)	(63.0, 0.010938884452564298)	(64.0, 0.004375553781025719)	(65.0, 0.005469442226282148)	(66.0, 0.004375553781025719)	(67.0, 0.0021877768905128594)	(68.0, 0.0)	(69.0, 0.0010938884452564297)	(70.0, 0.0010938884452564297)	(71.0, 0.0010938884452564297)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920115_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0010943912448700592)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0010943912448700592)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 0.0)	(44.0, 0.0010943912448700592)	(45.0, 0.0010943912448700592)	(46.0, 0.0010943912448700592)	(47.0, 0.0065663474692203554)	(48.0, 0.012038303693570654)	(49.0, 0.07879616963064422)	(50.0, 0.2068399452804418)	(51.0, 0.27688098495212465)	(52.0, 0.856908344733265)	(53.0, 3.631190150478948)	(54.0, 16.559233926128485)	(55.0, 33.014500683996424)	(56.0, 18.679069767439863)	(57.0, 7.446238030095601)	(58.0, 4.437756497947999)	(59.0, 3.1387140902874573)	(60.0, 5.156771545827464)	(61.0, 3.5316005471957954)	(62.0, 1.998358413132726)	(63.0, 0.4804377564979554)	(64.0, 0.21450068399453212)	(65.0, 0.1039671682626555)	(66.0, 0.04377564979480239)	(67.0, 0.030642954856361662)	(68.0, 0.02079343365253112)	(69.0, 0.015321477428180831)	(70.0, 0.010943912448700594)	(71.0, 0.0065663474692203554)	(72.0, 0.005471956224350296)	(73.0, 0.0076607387140904155)	(74.0, 0.005471956224350296)	(75.0, 0.0065663474692203554)	(76.0, 0.0021887824897401185)	(77.0, 0.0010943912448700592)	(78.0, 0.0021887824897401185)	(79.0, 0.0021887824897401185)	(80.0, 0.0)	(81.0, 0.0010943912448700592)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0010943912448700592)	(98.0, 0.0010943912448700592)	(99.0, 0.0)	(100.0, 0.0)
SRR29920116_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0008031289905471414)	(31.0, 0.0008031289905471414)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0008031289905471414)	(38.0, 0.001606257981094283)	(39.0, 0.0)	(40.0, 0.001606257981094283)	(41.0, 0.0008031289905471414)	(42.0, 0.001606257981094283)	(43.0, 0.003212515962188566)	(44.0, 0.003212515962188566)	(45.0, 0.003212515962188566)	(46.0, 0.004818773943282848)	(47.0, 0.015259450820395683)	(48.0, 0.08834418896018552)	(49.0, 0.6425031924377187)	(50.0, 3.2004690273303034)	(51.0, 8.8279938640955)	(52.0, 15.412045328596397)	(53.0, 26.7843518347528)	(54.0, 23.164649474350252)	(55.0, 10.243910274430243)	(56.0, 4.5810477620805266)	(57.0, 3.3747480182789937)	(58.0, 2.749110534642913)	(59.0, 0.6127874197874759)	(60.0, 0.15901954012833436)	(61.0, 0.05140025539501703)	(62.0, 0.03373141760297996)	(63.0, 0.010440676877112838)	(64.0, 0.004818773943282848)	(65.0, 0.004818773943282848)	(66.0, 0.003212515962188566)	(67.0, 0.001606257981094283)	(68.0, 0.0008031289905471414)	(69.0, 0.004015644952735707)	(70.0, 0.004015644952735707)	(71.0, 0.0024093869716414243)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920116_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0016104096882246623)	(37.0, 0.0)	(38.0, 0.0016104096882246623)	(39.0, 0.004026024220561655)	(40.0, 0.0016104096882246623)	(41.0, 0.0)	(42.0, 0.0008052048441123312)	(43.0, 0.004026024220561655)	(44.0, 0.006441638752898649)	(45.0, 0.0024156145323369935)	(46.0, 0.0032208193764493246)	(47.0, 0.004831229064673987)	(48.0, 0.008052048441123312)	(49.0, 0.0434810615820659)	(50.0, 0.16023576397835426)	(51.0, 0.5716954393197609)	(52.0, 4.1612986343722564)	(53.0, 9.341986601392815)	(54.0, 13.133696212315089)	(55.0, 26.503317443962395)	(56.0, 18.183135789738923)	(57.0, 10.018358670447313)	(58.0, 6.632472300953589)	(59.0, 3.274768101004781)	(60.0, 3.36817186292179)	(61.0, 2.3302628188611827)	(62.0, 1.4880185519195885)	(63.0, 0.3631473846946611)	(64.0, 0.15298892038134335)	(65.0, 0.07891007472300836)	(66.0, 0.03784462767327959)	(67.0, 0.020935325946920606)	(68.0, 0.01690930172635895)	(69.0, 0.015298892038134289)	(70.0, 0.010467662973460306)	(71.0, 0.010467662973460306)	(72.0, 0.008857253285235645)	(73.0, 0.009662458129347974)	(74.0, 0.004831229064673987)	(75.0, 0.0032208193764493246)	(76.0, 0.004831229064673987)	(77.0, 0.0032208193764493246)	(78.0, 0.0032208193764493246)	(79.0, 0.004026024220561655)	(80.0, 0.0008052048441123312)	(81.0, 0.0)	(82.0, 0.0008052048441123312)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920117_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0008834780764915824)	(32.0, 0.0)	(33.0, 0.0017669561529831648)	(34.0, 0.0008834780764915824)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0008834780764915824)	(40.0, 0.0)	(41.0, 0.0008834780764915824)	(42.0, 0.0)	(43.0, 0.0017669561529831648)	(44.0, 0.0026504342294747475)	(45.0, 0.0017669561529831648)	(46.0, 0.006184346535441076)	(47.0, 0.018553039606323225)	(48.0, 0.09188171995512451)	(49.0, 1.470107519281975)	(50.0, 9.02207811713318)	(51.0, 14.466953502548355)	(52.0, 13.380275468464694)	(53.0, 15.49532198358362)	(54.0, 15.441429820917682)	(55.0, 15.528894150490272)	(56.0, 9.535378879575024)	(57.0, 2.873070704750713)	(58.0, 1.8809248248506076)	(59.0, 0.5159511966710872)	(60.0, 0.15195822915655255)	(61.0, 0.0547756407424781)	(62.0, 0.029154776524222225)	(63.0, 0.01590260537684848)	(64.0, 0.0008834780764915824)	(65.0, 0.0008834780764915824)	(66.0, 0.0026504342294747475)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0017669561529831648)	(70.0, 0.0017669561529831648)	(71.0, 0.0)	(72.0, 0.0008834780764915824)	(73.0, 0.0008834780764915824)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920117_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0008871461395836995)	(40.0, 0.0008871461395836995)	(41.0, 0.0)	(42.0, 0.0008871461395836995)	(43.0, 0.0008871461395836995)	(44.0, 0.0)	(45.0, 0.0)	(46.0, 0.0008871461395836995)	(47.0, 0.001774292279167399)	(48.0, 0.009758607535420696)	(49.0, 0.07185883730627958)	(50.0, 0.16500918196256856)	(51.0, 0.44978309276893685)	(52.0, 4.19176550953277)	(53.0, 18.158994331134128)	(54.0, 24.351274385429672)	(55.0, 20.053051339143604)	(56.0, 13.34179079319902)	(57.0, 7.352667204870071)	(58.0, 3.8413427843972894)	(59.0, 2.522156474836559)	(60.0, 2.694262825915816)	(61.0, 1.6048473665069092)	(62.0, 0.7842371873919923)	(63.0, 0.19960788140633245)	(64.0, 0.08871461395836985)	(65.0, 0.04701874539793609)	(66.0, 0.02750153032709469)	(67.0, 0.006210022977085896)	(68.0, 0.003548584558334798)	(69.0, 0.005322876837502197)	(70.0, 0.005322876837502197)	(71.0, 0.003548584558334798)	(72.0, 0.002661438418751099)	(73.0, 0.001774292279167399)	(74.0, 0.002661438418751099)	(75.0, 0.001774292279167399)	(76.0, 0.001774292279167399)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0008871461395836995)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0008871461395836995)	(85.0, 0.0008871461395836995)	(86.0, 0.0008871461395836995)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920118_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0020713582932010513)	(38.0, 0.0020713582932010513)	(39.0, 0.0010356791466005256)	(40.0, 0.0010356791466005256)	(41.0, 0.0010356791466005256)	(42.0, 0.0)	(43.0, 0.0020713582932010513)	(44.0, 0.0020713582932010513)	(45.0, 0.0)	(46.0, 0.014499508052407361)	(47.0, 0.019677903785409984)	(48.0, 0.12324581844546259)	(49.0, 0.9341825902336753)	(50.0, 4.261819688261062)	(51.0, 10.594997669724723)	(52.0, 17.11356221842541)	(53.0, 26.22753870850386)	(54.0, 22.19460411164297)	(55.0, 8.800165708665196)	(56.0, 3.310030552535395)	(57.0, 2.8004764124079227)	(58.0, 2.6917301020148554)	(59.0, 0.6514421832117356)	(60.0, 0.14810211796387537)	(61.0, 0.04660556159702369)	(62.0, 0.01760654549220893)	(63.0, 0.01242814975920631)	(64.0, 0.0031070374398015775)	(65.0, 0.0010356791466005256)	(66.0, 0.0020713582932010513)	(67.0, 0.0031070374398015775)	(68.0, 0.0010356791466005256)	(69.0, 0.0041427165864021025)	(70.0, 0.006214074879603154)	(71.0, 0.0031070374398015775)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0010356791466005256)	(75.0, 0.0010356791466005256)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR29920118_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.001034104775495938)	(33.0, 0.002068209550991876)	(34.0, 0.001034104775495938)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.001034104775495938)	(42.0, 0.001034104775495938)	(43.0, 0.0)	(44.0, 0.0)	(45.0, 0.0031023143264878143)	(46.0, 0.004136419101983752)	(47.0, 0.005170523877479689)	(48.0, 0.01447746685694313)	(49.0, 0.050671133999300996)	(50.0, 0.22750305060910647)	(51.0, 0.8024653057848564)	(52.0, 4.838576244545259)	(53.0, 11.022522802012748)	(54.0, 13.981096564706233)	(55.0, 25.91880209302186)	(56.0, 18.408099108600318)	(57.0, 9.29453372215825)	(58.0, 5.673098798370292)	(59.0, 2.5966370912703787)	(60.0, 3.036131620856202)	(61.0, 2.121982999317689)	(62.0, 1.294699178920895)	(63.0, 0.34745920456663354)	(64.0, 0.13650183036546393)	(65.0, 0.07238733428471561)	(66.0, 0.04550061012182129)	(67.0, 0.02068209550991875)	(68.0, 0.015511571632439066)	(69.0, 0.010341047754959379)	(70.0, 0.012409257305951257)	(71.0, 0.008272838203967504)	(72.0, 0.005170523877479689)	(73.0, 0.002068209550991876)	(74.0, 0.004136419101983752)	(75.0, 0.0031023143264878143)	(76.0, 0.001034104775495938)	(77.0, 0.001034104775495938)	(78.0, 0.0)	(79.0, 0.002068209550991876)	(80.0, 0.002068209550991876)	(81.0, 0.0031023143264878143)	(82.0, 0.002068209550991876)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.001034104775495938)	(87.0, 0.001034104775495938)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0031023143264878143)
